	Vote	Label	HGSC symbol
ENSG00000134020	2.0	non-hallmark gene	PEBP4
ENSG00000168765	0.0	non-hallmark gene	GSTM4
ENSG00000131050	0.0	non-hallmark gene	BPIFA2
ENSG00000122490	0.0	non-hallmark gene	SLC66A2
ENSG00000167759	0.0	non-hallmark gene	KLK13
ENSG00000136697	0.0	non-hallmark gene	IL1F10
ENSG00000121905	0.0	non-hallmark gene	HPCA
ENSG00000100416	0.0	non-hallmark gene	TRMU
ENSG00000184047	0.0	non-hallmark gene	DIABLO
ENSG00000187837	0.0	non-hallmark gene	H1-2
ENSG00000168397	0.0	non-hallmark gene	ATG4B
ENSG00000129194	0.0	non-hallmark gene	SOX15
ENSG00000164318	0.0	non-hallmark gene	EGFLAM
ENSG00000213782	0.0	non-hallmark gene	DDX47
ENSG00000255292	0.0	non-hallmark gene	
ENSG00000139971	0.0	non-hallmark gene	ARMH4
ENSG00000248920	0.0	non-hallmark gene	USP17L19
ENSG00000102125	0.0	non-hallmark gene	TAFAZZIN
ENSG00000168229	0.0	non-hallmark gene	PTGDR
ENSG00000086598	0.0	non-hallmark gene	TMED2
ENSG00000172717	0.0	non-hallmark gene	GARIN2
ENSG00000164011	0.0	non-hallmark gene	ZNF691
ENSG00000171497	0.0	non-hallmark gene	PPID
ENSG00000198848	0.0	non-hallmark gene	CES1
ENSG00000204272	2.0	non-hallmark gene	NBDY
ENSG00000032219	0.0	non-hallmark gene	ARID4A
ENSG00000160877	0.0	non-hallmark gene	NACC1
ENSG00000148677	0.0	non-hallmark gene	ANKRD1
ENSG00000108950	0.0	non-hallmark gene	FAM20A
ENSG00000107957	0.0	non-hallmark gene	SH3PXD2A
ENSG00000223496	0.0	non-hallmark gene	EXOSC6
ENSG00000188234	0.0	non-hallmark gene	AGAP4
ENSG00000205085	0.0	non-hallmark gene	GARIN1A
ENSG00000174928	0.0	non-hallmark gene	C3orf33
ENSG00000149968	0.0	non-hallmark gene	MMP3
ENSG00000127445	0.0	non-hallmark gene	PIN1
ENSG00000184402	0.0	non-hallmark gene	SS18L1
ENSG00000205097	0.0	non-hallmark gene	FRG2
ENSG00000164256	0.0	non-hallmark gene	PRDM9
ENSG00000163832	0.0	non-hallmark gene	ELP6
ENSG00000153044	0.0	non-hallmark gene	CENPH
ENSG00000134061	0.0	non-hallmark gene	CD180
ENSG00000146955	0.0	non-hallmark gene	RAB19
ENSG00000099769	0.0	non-hallmark gene	IGFALS
ENSG00000239264	0.0	non-hallmark gene	TXNDC5
ENSG00000197006	0.0	non-hallmark gene	METTL9
ENSG00000171055	0.0	non-hallmark gene	FEZ2
ENSG00000163719	2.0	non-hallmark gene	MTMR14
ENSG00000163501	0.0	non-hallmark gene	IHH
ENSG00000179300	0.0	non-hallmark gene	RTL3
ENSG00000038002	0.0	non-hallmark gene	AGA
ENSG00000119900	0.0	non-hallmark gene	OGFRL1
ENSG00000187553	0.0	non-hallmark gene	CYP26C1
ENSG00000136682	0.0	non-hallmark gene	CBWD2
ENSG00000111325	0.0	non-hallmark gene	OGFOD2
ENSG00000110395	0.0	non-hallmark gene	CBL
ENSG00000164104	24.0	non-hallmark gene	HMGB2
ENSG00000240542	0.0	non-hallmark gene	KRTAP9-1
ENSG00000183921	0.0	non-hallmark gene	SDR42E2
ENSG00000146729	0.0	non-hallmark gene	NIPSNAP2
ENSG00000158796	0.0	non-hallmark gene	DEDD
ENSG00000249992	0.0	non-hallmark gene	TMEM158
ENSG00000136869	0.0	non-hallmark gene	TLR4
ENSG00000198576	0.0	non-hallmark gene	ARC
ENSG00000197961	0.0	non-hallmark gene	ZNF121
ENSG00000174607	0.0	non-hallmark gene	UGT8
ENSG00000107165	0.0	non-hallmark gene	TYRP1
ENSG00000168564	0.0	non-hallmark gene	CDKN2AIP
ENSG00000103154	0.0	non-hallmark gene	NECAB2
ENSG00000179750	75.0	non-hallmark gene	APOBEC3B
ENSG00000183853	0.0	non-hallmark gene	KIRREL1
ENSG00000072315	0.0	non-hallmark gene	TRPC5
ENSG00000125482	0.0	non-hallmark gene	TTF1
ENSG00000186094	0.0	non-hallmark gene	AGBL4
ENSG00000176340	0.0	non-hallmark gene	COX8A
ENSG00000176853	0.0	non-hallmark gene	FAM91A1
ENSG00000197747	773.0	Hallmark gene	S100A10
ENSG00000166167	0.0	non-hallmark gene	BTRC
ENSG00000070985	0.0	non-hallmark gene	TRPM5
ENSG00000102796	0.0	non-hallmark gene	DHRS12
ENSG00000178685	14.0	non-hallmark gene	PARP10
ENSG00000127220	0.0	non-hallmark gene	ABHD8
ENSG00000143393	0.0	non-hallmark gene	PI4KB
ENSG00000139055	0.0	non-hallmark gene	ERP27
ENSG00000043143	0.0	non-hallmark gene	JADE2
ENSG00000124783	0.0	non-hallmark gene	SSR1
ENSG00000188501	0.0	non-hallmark gene	LCTL
ENSG00000166833	0.0	non-hallmark gene	NAV2
ENSG00000021461	0.0	non-hallmark gene	CYP3A43
ENSG00000188558	0.0	non-hallmark gene	OR2G6
ENSG00000117601	4.0	non-hallmark gene	SERPINC1
ENSG00000205143	0.0	non-hallmark gene	ARID3C
ENSG00000159111	0.0	non-hallmark gene	MRPL10
ENSG00000164758	1.0	non-hallmark gene	MED30
ENSG00000099817	0.0	non-hallmark gene	POLR2E
ENSG00000179083	0.0	non-hallmark gene	FAM133A
ENSG00000155657	0.0	non-hallmark gene	TTN
ENSG00000101928	1.0	non-hallmark gene	MOSPD1
ENSG00000185963	0.0	non-hallmark gene	BICD2
ENSG00000158113	0.0	non-hallmark gene	LRRC43
ENSG00000250722	5.0	non-hallmark gene	SELENOP
ENSG00000171659	0.0	non-hallmark gene	GPR34
ENSG00000089820	1.0	non-hallmark gene	ARHGAP4
ENSG00000170545	0.0	non-hallmark gene	SMAGP
ENSG00000251154	0.0	non-hallmark gene	PTTG1IP2
ENSG00000068985	0.0	non-hallmark gene	PAGE1
ENSG00000147813	0.0	non-hallmark gene	NAPRT
ENSG00000089775	0.0	non-hallmark gene	ZBTB25
ENSG00000070961	0.0	non-hallmark gene	ATP2B1
ENSG00000168672	0.0	non-hallmark gene	LRATD2
ENSG00000132382	0.0	non-hallmark gene	MYBBP1A
ENSG00000168995	0.0	non-hallmark gene	SIGLEC7
ENSG00000151176	0.0	non-hallmark gene	PLBD2
ENSG00000114902	0.0	non-hallmark gene	SPCS1
ENSG00000196428	0.0	non-hallmark gene	TSC22D2
ENSG00000233381	0.0	non-hallmark gene	AK4P3
ENSG00000164600	0.0	non-hallmark gene	NEUROD6
ENSG00000127951	421.0	Hallmark gene	FGL2
ENSG00000214897	0.0	non-hallmark gene	PNMA6E
ENSG00000130037	0.0	non-hallmark gene	KCNA5
ENSG00000275718	0.0	non-hallmark gene	CCL15
ENSG00000149308	0.0	non-hallmark gene	NPAT
ENSG00000198353	0.0	non-hallmark gene	HOXC4
ENSG00000184203	0.0	non-hallmark gene	PPP1R2
ENSG00000151445	0.0	non-hallmark gene	VIPAS39
ENSG00000161609	0.0	non-hallmark gene	KASH5
ENSG00000110375	0.0	non-hallmark gene	UPK2
ENSG00000162438	0.0	non-hallmark gene	CTRC
ENSG00000160951	0.0	non-hallmark gene	PTGER1
ENSG00000103319	0.0	non-hallmark gene	EEF2K
ENSG00000021574	0.0	non-hallmark gene	SPAST
ENSG00000135828	0.0	non-hallmark gene	RNASEL
ENSG00000267110	0.0	non-hallmark gene	
ENSG00000197566	0.0	non-hallmark gene	ZNF624
ENSG00000258644	0.0	non-hallmark gene	SYNJ2BP-COX16
ENSG00000170782	0.0	non-hallmark gene	OR10A4
ENSG00000148362	1.0	non-hallmark gene	PAXX
ENSG00000145692	0.0	non-hallmark gene	BHMT
ENSG00000149970	0.0	non-hallmark gene	CNKSR2
ENSG00000092330	0.0	non-hallmark gene	TINF2
ENSG00000256223	0.0	non-hallmark gene	ZNF10
ENSG00000138496	334.0	non-hallmark gene	PARP9
ENSG00000134070	0.0	non-hallmark gene	IRAK2
ENSG00000124564	0.0	non-hallmark gene	SLC17A3
ENSG00000101493	0.0	non-hallmark gene	ZNF516
ENSG00000139546	0.0	non-hallmark gene	TARBP2
ENSG00000276119	0.0	non-hallmark gene	OR13C2
ENSG00000168936	0.0	non-hallmark gene	TMEM129
ENSG00000125998	0.0	non-hallmark gene	FAM83C
ENSG00000117215	188.0	non-hallmark gene	PLA2G2D
ENSG00000151812	0.0	non-hallmark gene	SLC35F4
ENSG00000243649	9.0	non-hallmark gene	CFB
ENSG00000146425	15.0	non-hallmark gene	DYNLT1
ENSG00000055609	0.0	non-hallmark gene	KMT2C
ENSG00000139291	0.0	non-hallmark gene	TMEM19
ENSG00000196724	0.0	non-hallmark gene	ZNF418
ENSG00000278195	0.0	non-hallmark gene	SSTR3
ENSG00000243667	0.0	non-hallmark gene	DNAAF10
ENSG00000006747	0.0	non-hallmark gene	SCIN
ENSG00000137745	0.0	non-hallmark gene	MMP13
ENSG00000147174	0.0	non-hallmark gene	GCNA
ENSG00000105849	0.0	non-hallmark gene	POLR1F
ENSG00000148215	0.0	non-hallmark gene	OR5C1
ENSG00000133101	0.0	non-hallmark gene	CCNA1
ENSG00000235376	0.0	non-hallmark gene	RPEL1
ENSG00000130300	0.0	non-hallmark gene	PLVAP
ENSG00000089486	0.0	non-hallmark gene	CDIP1
ENSG00000172238	0.0	non-hallmark gene	ATOH1
ENSG00000206422	0.0	non-hallmark gene	LRRC30
ENSG00000128564	0.0	non-hallmark gene	VGF
ENSG00000213918	0.0	non-hallmark gene	DNASE1
ENSG00000034510	1.0	non-hallmark gene	TMSB10
ENSG00000156886	0.0	non-hallmark gene	ITGAD
ENSG00000132950	0.0	non-hallmark gene	ZMYM5
ENSG00000185519	0.0	non-hallmark gene	FAM131C
ENSG00000085563	0.0	non-hallmark gene	ABCB1
ENSG00000163322	0.0	non-hallmark gene	ABRAXAS1
ENSG00000142539	0.0	non-hallmark gene	
ENSG00000148606	0.0	non-hallmark gene	POLR3A
ENSG00000167711	0.0	non-hallmark gene	SERPINF2
ENSG00000104341	4.0	non-hallmark gene	LAPTM4B
ENSG00000076604	0.0	non-hallmark gene	TRAF4
ENSG00000270647	0.0	non-hallmark gene	TAF15
ENSG00000170289	0.0	non-hallmark gene	CNGB3
ENSG00000103507	1.0	non-hallmark gene	BCKDK
ENSG00000111231	0.0	non-hallmark gene	GPN3
ENSG00000166068	0.0	non-hallmark gene	SPRED1
ENSG00000175595	0.0	non-hallmark gene	ERCC4
ENSG00000106526	0.0	non-hallmark gene	ACTR3C
ENSG00000131508	0.0	non-hallmark gene	UBE2D2
ENSG00000162076	5.0	non-hallmark gene	FLYWCH2
ENSG00000101443	21.0	non-hallmark gene	WFDC2
ENSG00000214026	45.0	non-hallmark gene	MRPL23
ENSG00000176087	0.0	non-hallmark gene	SLC35A4
ENSG00000143514	0.0	non-hallmark gene	TP53BP2
ENSG00000170677	0.0	non-hallmark gene	SOCS6
ENSG00000186716	0.0	non-hallmark gene	BCR
ENSG00000251655	0.0	non-hallmark gene	PRB1
ENSG00000133816	0.0	non-hallmark gene	MICAL2
ENSG00000132003	0.0	non-hallmark gene	ZSWIM4
ENSG00000130055	0.0	non-hallmark gene	GDPD2
ENSG00000218823	0.0	non-hallmark gene	PAPOLB
ENSG00000204209	0.0	non-hallmark gene	DAXX
ENSG00000153563	55.0	non-hallmark gene	CD8A
ENSG00000116771	0.0	non-hallmark gene	AGMAT
ENSG00000068028	0.0	non-hallmark gene	RASSF1
ENSG00000053501	0.0	non-hallmark gene	USE1
ENSG00000142511	0.0	non-hallmark gene	GPR32
ENSG00000160326	0.0	non-hallmark gene	SLC2A6
ENSG00000185666	0.0	non-hallmark gene	SYN3
ENSG00000130311	0.0	non-hallmark gene	DDA1
ENSG00000198858	0.0	non-hallmark gene	R3HDM4
ENSG00000145220	6.0	non-hallmark gene	LYAR
ENSG00000073614	0.0	non-hallmark gene	KDM5A
ENSG00000104889	0.0	non-hallmark gene	RNASEH2A
ENSG00000164270	0.0	non-hallmark gene	HTR4
ENSG00000135974	0.0	non-hallmark gene	C2orf49
ENSG00000165895	0.0	non-hallmark gene	ARHGAP42
ENSG00000007933	40.0	non-hallmark gene	FMO3
ENSG00000187581	0.0	non-hallmark gene	COX8C
ENSG00000093217	0.0	non-hallmark gene	XYLB
ENSG00000018510	0.0	non-hallmark gene	AGPS
ENSG00000145757	0.0	non-hallmark gene	SPATA9
ENSG00000149262	0.0	non-hallmark gene	INTS4
ENSG00000107929	0.0	non-hallmark gene	LARP4B
ENSG00000106803	1.0	non-hallmark gene	SEC61B
ENSG00000198765	0.0	non-hallmark gene	SYCP1
ENSG00000139146	0.0	non-hallmark gene	SINHCAF
ENSG00000101343	0.0	non-hallmark gene	CRNKL1
ENSG00000184995	0.0	non-hallmark gene	IFNE
ENSG00000277791	0.0	non-hallmark gene	PSMB3
ENSG00000146166	0.0	non-hallmark gene	LGSN
ENSG00000177465	0.0	non-hallmark gene	ACOT4
ENSG00000104142	0.0	non-hallmark gene	VPS18
ENSG00000114316	0.0	non-hallmark gene	USP4
ENSG00000256537	0.0	non-hallmark gene	SMIM10L1
ENSG00000121797	0.0	non-hallmark gene	CCRL2
ENSG00000173020	0.0	non-hallmark gene	GRK2
ENSG00000197935	0.0	non-hallmark gene	ZNF311
ENSG00000132635	0.0	non-hallmark gene	PCED1A
ENSG00000105258	0.0	non-hallmark gene	POLR2I
ENSG00000204525	630.0	non-hallmark gene	HLA-C
ENSG00000277443	1.0	non-hallmark gene	MARCKS
ENSG00000089101	0.0	non-hallmark gene	CFAP61
ENSG00000106537	12.0	non-hallmark gene	TSPAN13
ENSG00000154099	0.0	non-hallmark gene	DNAAF1
ENSG00000188581	0.0	non-hallmark gene	KRTAP1-1
ENSG00000173156	0.0	non-hallmark gene	RHOD
ENSG00000127774	0.0	non-hallmark gene	EMC6
ENSG00000102870	0.0	non-hallmark gene	ZNF629
ENSG00000105642	0.0	non-hallmark gene	KCNN1
ENSG00000254598	0.0	non-hallmark gene	CSNK2A3
ENSG00000147697	0.0	non-hallmark gene	GSDMC
ENSG00000100442	0.0	non-hallmark gene	FKBP3
ENSG00000166510	0.0	non-hallmark gene	CCDC68
ENSG00000254415	0.0	non-hallmark gene	SIGLEC14
ENSG00000080007	0.0	non-hallmark gene	DDX43
ENSG00000140876	0.0	non-hallmark gene	NUDT7
ENSG00000138942	0.0	non-hallmark gene	RNF185
ENSG00000079616	0.0	non-hallmark gene	KIF22
ENSG00000187624	0.0	non-hallmark gene	C17orf97
ENSG00000196155	0.0	non-hallmark gene	PLEKHG4
ENSG00000143815	0.0	non-hallmark gene	LBR
ENSG00000188779	0.0	non-hallmark gene	SKOR1
ENSG00000109705	0.0	non-hallmark gene	NKX3-2
ENSG00000140319	0.0	non-hallmark gene	SRP14
ENSG00000109794	0.0	non-hallmark gene	FAM149A
ENSG00000172935	0.0	non-hallmark gene	MRGPRF
ENSG00000278505	0.0	non-hallmark gene	C17orf78
ENSG00000171451	0.0	non-hallmark gene	DSEL
ENSG00000180113	0.0	non-hallmark gene	TDRD6
ENSG00000092758	0.0	non-hallmark gene	COL9A3
ENSG00000072832	0.0	non-hallmark gene	CRMP1
ENSG00000099617	0.0	non-hallmark gene	EFNA2
ENSG00000188549	0.0	non-hallmark gene	CCDC9B
ENSG00000176095	0.0	non-hallmark gene	IP6K1
ENSG00000124593	0.0	non-hallmark gene	
ENSG00000143614	0.0	non-hallmark gene	GATAD2B
ENSG00000137819	0.0	non-hallmark gene	PAQR5
ENSG00000107404	0.0	non-hallmark gene	DVL1
ENSG00000130413	0.0	non-hallmark gene	STK33
ENSG00000130032	0.0	non-hallmark gene	PRRG3
ENSG00000167114	0.0	non-hallmark gene	SLC27A4
ENSG00000100078	0.0	non-hallmark gene	PLA2G3
ENSG00000125870	0.0	non-hallmark gene	SNRPB2
ENSG00000106028	0.0	non-hallmark gene	SSBP1
ENSG00000163512	0.0	non-hallmark gene	AZI2
ENSG00000115963	56.0	non-hallmark gene	RND3
ENSG00000258597	0.0	non-hallmark gene	SERPINA2
ENSG00000178988	0.0	non-hallmark gene	MRFAP1L1
ENSG00000171714	0.0	non-hallmark gene	ANO5
ENSG00000110497	0.0	non-hallmark gene	AMBRA1
ENSG00000173421	0.0	non-hallmark gene	IHO1
ENSG00000000419	21.0	non-hallmark gene	DPM1
ENSG00000119812	0.0	non-hallmark gene	FAM98A
ENSG00000255439	0.0	non-hallmark gene	
ENSG00000144331	0.0	non-hallmark gene	ZNF385B
ENSG00000141622	0.0	non-hallmark gene	RNF165
ENSG00000114544	0.0	non-hallmark gene	SLC41A3
ENSG00000143337	0.0	non-hallmark gene	TOR1AIP1
ENSG00000106153	0.0	non-hallmark gene	CHCHD2
ENSG00000164164	0.0	non-hallmark gene	OTUD4
ENSG00000136930	0.0	non-hallmark gene	PSMB7
ENSG00000168575	39.0	non-hallmark gene	SLC20A2
ENSG00000237524	0.0	non-hallmark gene	TEX51
ENSG00000196365	0.0	non-hallmark gene	LONP1
ENSG00000118096	0.0	non-hallmark gene	IFT46
ENSG00000101003	0.0	non-hallmark gene	GINS1
ENSG00000160007	0.0	non-hallmark gene	ARHGAP35
ENSG00000114978	0.0	non-hallmark gene	MOB1A
ENSG00000065548	0.0	non-hallmark gene	ZC3H15
ENSG00000028839	0.0	non-hallmark gene	TBPL1
ENSG00000168899	15.0	non-hallmark gene	VAMP5
ENSG00000104765	0.0	non-hallmark gene	BNIP3L
ENSG00000179222	0.0	non-hallmark gene	MAGED1
ENSG00000099337	0.0	non-hallmark gene	KCNK6
ENSG00000034152	1.0	non-hallmark gene	MAP2K3
ENSG00000239697	3.0	non-hallmark gene	TNFSF12
ENSG00000197208	0.0	non-hallmark gene	SLC22A4
ENSG00000082438	0.0	non-hallmark gene	COBLL1
ENSG00000104964	0.0	non-hallmark gene	TLE5
ENSG00000105355	0.0	non-hallmark gene	PLIN3
ENSG00000038274	4.0	non-hallmark gene	MAT2B
ENSG00000119121	0.0	non-hallmark gene	TRPM6
ENSG00000151413	0.0	non-hallmark gene	NUBPL
ENSG00000168769	0.0	non-hallmark gene	TET2
ENSG00000010295	0.0	non-hallmark gene	IFFO1
ENSG00000276966	0.0	non-hallmark gene	H4C5
ENSG00000152078	0.0	non-hallmark gene	TLCD4
ENSG00000182315	0.0	non-hallmark gene	MBD3L3
ENSG00000231068	0.0	non-hallmark gene	KRTAP21-3
ENSG00000139579	0.0	non-hallmark gene	NABP2
ENSG00000170893	0.0	non-hallmark gene	TRH
ENSG00000146576	0.0	non-hallmark gene	INTS15
ENSG00000174225	0.0	non-hallmark gene	ARL13A
ENSG00000206536	0.0	non-hallmark gene	OR5K3
ENSG00000258659	0.0	non-hallmark gene	TRIM34
ENSG00000021300	0.0	non-hallmark gene	PLEKHB1
ENSG00000269035	0.0	non-hallmark gene	
ENSG00000253873	0.0	non-hallmark gene	PCDHGA11
ENSG00000101557	21.0	non-hallmark gene	USP14
ENSG00000162618	0.0	non-hallmark gene	ADGRL4
ENSG00000165548	0.0	non-hallmark gene	TMEM63C
ENSG00000100565	0.0	non-hallmark gene	LRRC74A
ENSG00000107036	0.0	non-hallmark gene	RIC1
ENSG00000099899	0.0	non-hallmark gene	TRMT2A
ENSG00000140575	0.0	non-hallmark gene	IQGAP1
ENSG00000139722	0.0	non-hallmark gene	VPS37B
ENSG00000106031	0.0	non-hallmark gene	HOXA13
ENSG00000165028	0.0	non-hallmark gene	NIPSNAP3B
ENSG00000094916	0.0	non-hallmark gene	CBX5
ENSG00000106536	0.0	non-hallmark gene	POU6F2
ENSG00000171700	88.0	non-hallmark gene	RGS19
ENSG00000067533	0.0	non-hallmark gene	RRP15
ENSG00000124104	0.0	non-hallmark gene	SNX21
ENSG00000130348	0.0	non-hallmark gene	QRSL1
ENSG00000213213	0.0	non-hallmark gene	CCDC183
ENSG00000146223	0.0	non-hallmark gene	RPL7L1
ENSG00000259316	0.0	non-hallmark gene	
ENSG00000171936	0.0	non-hallmark gene	OR10H3
ENSG00000133706	0.0	non-hallmark gene	LARS1
ENSG00000171681	0.0	non-hallmark gene	ATF7IP
ENSG00000148082	0.0	non-hallmark gene	SHC3
ENSG00000278311	0.0	non-hallmark gene	GGNBP2
ENSG00000159079	0.0	non-hallmark gene	CFAP298
ENSG00000164743	0.0	non-hallmark gene	C8orf48
ENSG00000141994	0.0	non-hallmark gene	DUS3L
ENSG00000187672	0.0	non-hallmark gene	ERC2
ENSG00000153187	0.0	non-hallmark gene	HNRNPU
ENSG00000169019	16.0	non-hallmark gene	COMMD8
ENSG00000100612	0.0	non-hallmark gene	DHRS7
ENSG00000273514	0.0	non-hallmark gene	FOXD4L6
ENSG00000186074	0.0	non-hallmark gene	CD300LF
ENSG00000167346	0.0	non-hallmark gene	MMP26
ENSG00000073605	0.0	non-hallmark gene	GSDMB
ENSG00000166839	0.0	non-hallmark gene	ANKDD1A
ENSG00000110422	0.0	non-hallmark gene	HIPK3
ENSG00000145860	0.0	non-hallmark gene	RNF145
ENSG00000168497	2.0	non-hallmark gene	CAVIN2
ENSG00000145241	0.0	non-hallmark gene	CENPC
ENSG00000267855	0.0	non-hallmark gene	NDUFA7
ENSG00000214787	0.0	non-hallmark gene	MS4A4E
ENSG00000243284	0.0	non-hallmark gene	VSIG8
ENSG00000139874	0.0	non-hallmark gene	SSTR1
ENSG00000183775	0.0	non-hallmark gene	KCTD16
ENSG00000164972	0.0	non-hallmark gene	C9orf24
ENSG00000136449	0.0	non-hallmark gene	MYCBPAP
ENSG00000178996	0.0	non-hallmark gene	SNX18
ENSG00000125954	0.0	non-hallmark gene	CHURC1-FNTB
ENSG00000261873	0.0	non-hallmark gene	SMIM36
ENSG00000112701	0.0	non-hallmark gene	SENP6
ENSG00000034713	0.0	non-hallmark gene	GABARAPL2
ENSG00000121644	0.0	non-hallmark gene	DESI2
ENSG00000104177	0.0	non-hallmark gene	MYEF2
ENSG00000073737	0.0	non-hallmark gene	DHRS9
ENSG00000069345	22.0	non-hallmark gene	DNAJA2
ENSG00000129965	0.0	non-hallmark gene	INS-IGF2
ENSG00000188991	0.0	non-hallmark gene	SLC15A5
ENSG00000221916	0.0	non-hallmark gene	C19orf73
ENSG00000136383	1.0	non-hallmark gene	ALPK3
ENSG00000221880	0.0	non-hallmark gene	KRTAP1-3
ENSG00000106436	0.0	non-hallmark gene	MYL10
ENSG00000104413	0.0	non-hallmark gene	ESRP1
ENSG00000144119	0.0	non-hallmark gene	C1QL2
ENSG00000104047	0.0	non-hallmark gene	DTWD1
ENSG00000162704	0.0	non-hallmark gene	ARPC5
ENSG00000165204	0.0	non-hallmark gene	OR1K1
ENSG00000182035	0.0	non-hallmark gene	ADIG
ENSG00000138769	0.0	non-hallmark gene	CDKL2
ENSG00000234409	0.0	non-hallmark gene	CCDC188
ENSG00000124279	0.0	non-hallmark gene	FASTKD3
ENSG00000267228	0.0	non-hallmark gene	
ENSG00000251349	0.0	non-hallmark gene	MSANTD3-TMEFF1
ENSG00000115761	0.0	non-hallmark gene	NOL10
ENSG00000163646	0.0	non-hallmark gene	CLRN1
ENSG00000129824	5.0	non-hallmark gene	RPS4Y1
ENSG00000131584	0.0	non-hallmark gene	ACAP3
ENSG00000085382	0.0	non-hallmark gene	HACE1
ENSG00000182132	0.0	non-hallmark gene	KCNIP1
ENSG00000086232	0.0	non-hallmark gene	EIF2AK1
ENSG00000115091	0.0	non-hallmark gene	ACTR3
ENSG00000158813	0.0	non-hallmark gene	EDA
ENSG00000161653	0.0	non-hallmark gene	NAGS
ENSG00000133858	0.0	non-hallmark gene	ZFC3H1
ENSG00000168477	0.0	non-hallmark gene	TNXB
ENSG00000280021	0.0	non-hallmark gene	OR51F1
ENSG00000148136	0.0	non-hallmark gene	OR13C4
ENSG00000136247	0.0	non-hallmark gene	ZDHHC4
ENSG00000204421	0.0	non-hallmark gene	LY6G6C
ENSG00000204394	0.0	non-hallmark gene	VARS1
ENSG00000254245	0.0	non-hallmark gene	PCDHGA3
ENSG00000164330	0.0	non-hallmark gene	EBF1
ENSG00000226600	0.0	non-hallmark gene	CT47A9
ENSG00000184154	0.0	non-hallmark gene	LRRC51
ENSG00000101361	0.0	non-hallmark gene	NOP56
ENSG00000187866	0.0	non-hallmark gene	PABIR1
ENSG00000141026	0.0	non-hallmark gene	MED9
ENSG00000177156	0.0	non-hallmark gene	TALDO1
ENSG00000182566	1.0	non-hallmark gene	CLEC4G
ENSG00000274618	0.0	non-hallmark gene	H4C6
ENSG00000166359	0.0	non-hallmark gene	WDR88
ENSG00000205426	0.0	non-hallmark gene	KRT81
ENSG00000142185	0.0	non-hallmark gene	TRPM2
ENSG00000179698	0.0	non-hallmark gene	WDR97
ENSG00000185864	0.0	non-hallmark gene	NPIPB4
ENSG00000117016	0.0	non-hallmark gene	RIMS3
ENSG00000143536	0.0	non-hallmark gene	CRNN
ENSG00000103310	0.0	non-hallmark gene	ZP2
ENSG00000119401	0.0	non-hallmark gene	TRIM32
ENSG00000124222	0.0	non-hallmark gene	STX16
ENSG00000115850	0.0	non-hallmark gene	LCT
ENSG00000225805	0.0	non-hallmark gene	DEFB131B
ENSG00000153446	0.0	non-hallmark gene	C16orf89
ENSG00000223658	0.0	non-hallmark gene	C1GALT1C1L
ENSG00000124532	0.0	non-hallmark gene	MRS2
ENSG00000170458	388.0	non-hallmark gene	CD14
ENSG00000160282	1.0	non-hallmark gene	FTCD
ENSG00000143179	0.0	non-hallmark gene	UCK2
ENSG00000205882	0.0	non-hallmark gene	DEFB134
ENSG00000044524	0.0	non-hallmark gene	EPHA3
ENSG00000006025	0.0	non-hallmark gene	OSBPL7
ENSG00000143498	0.0	non-hallmark gene	TAF1A
ENSG00000158747	0.0	non-hallmark gene	NBL1
ENSG00000166822	0.0	non-hallmark gene	TMEM170A
ENSG00000184811	0.0	non-hallmark gene	TRARG1
ENSG00000162734	6.0	non-hallmark gene	PEA15
ENSG00000139372	0.0	non-hallmark gene	TDG
ENSG00000204913	0.0	non-hallmark gene	LRRC3C
ENSG00000168228	0.0	non-hallmark gene	ZCCHC4
ENSG00000005206	0.0	non-hallmark gene	SPPL2B
ENSG00000114841	0.0	non-hallmark gene	DNAH1
ENSG00000014138	0.0	non-hallmark gene	POLA2
ENSG00000089682	0.0	non-hallmark gene	RBM41
ENSG00000074771	0.0	non-hallmark gene	NOX3
ENSG00000232948	0.0	non-hallmark gene	DEFB130A
ENSG00000109654	0.0	non-hallmark gene	TRIM2
ENSG00000132394	0.0	non-hallmark gene	EEFSEC
ENSG00000181963	0.0	non-hallmark gene	OR52K2
ENSG00000151062	0.0	non-hallmark gene	CACNA2D4
ENSG00000162461	0.0	non-hallmark gene	SLC25A34
ENSG00000184478	0.0	non-hallmark gene	OR56A3
ENSG00000273238	0.0	non-hallmark gene	TMEM271
ENSG00000107938	0.0	non-hallmark gene	EDRF1
ENSG00000063169	0.0	non-hallmark gene	BICRA
ENSG00000131127	0.0	non-hallmark gene	ZNF141
ENSG00000121766	0.0	non-hallmark gene	ZCCHC17
ENSG00000101079	0.0	non-hallmark gene	NDRG3
ENSG00000142686	0.0	non-hallmark gene	C1orf216
ENSG00000172661	0.0	non-hallmark gene	WASHC2C
ENSG00000250745	0.0	non-hallmark gene	USP17L20
ENSG00000154438	0.0	non-hallmark gene	ASZ1
ENSG00000101290	0.0	non-hallmark gene	CDS2
ENSG00000164406	2.0	non-hallmark gene	LEAP2
ENSG00000133256	0.0	non-hallmark gene	PDE6B
ENSG00000268235	0.0	non-hallmark gene	TCP11X1
ENSG00000102879	0.0	non-hallmark gene	CORO1A
ENSG00000154237	0.0	non-hallmark gene	LRRK1
ENSG00000177963	0.0	non-hallmark gene	RIC8A
ENSG00000159228	0.0	non-hallmark gene	CBR1
